"BLOCK"	"State"	"St_Block"	"Effort80"	"Occ80"	"CAWA_year80"	"X90year80"	"Effort00"	"Occ00"	"CAWA_year00"	"X90year00"	"Priors80"	"Priors00"	"pfor"	"ele"	"ele2"	"edge"	"edge_resid"	"lat"	"long"	"Block_I"	"dif80"	"dif00"	"acov"	"neigh"	"sites"	"cawa00"	"cawa80"
"919"	"2966C"	"NY"	"NY_2966C"	24	1	1985	1985	9.5	0	0	2003	0.125	0	0.353797	3603	12981609	123318.5312	56599.9911201116	42.0904641047	-77.4481619585	29663	0	-2003	0.450265895376449	0.450265895376449	"2966"	NA	NA
"862"	"2866D"	"NY"	"NY_2866D"	12	0	0	1984	15.5	0	0	2003	0	0	0.356458	4490	20160100	129437.7534	62822.6047393116	42.0891580592	-77.5085641752	28664	-1984	-2003	0.509735384497558	0.509735384497558	"2866"	NA	NA
"861"	"2866C"	"NY"	"NY_2866C"	11.5	0	0	1984	8.5	0	0	2003	0	0	0.286008	4694	22033636	129364.534	60012.0965446331	42.0878203632	-77.5689622861	28663	-1984	-2003	0.482628138264976	0.482628138264976	"2866"	NA	NA
"801"	"2766D"	"NY"	"NY_2766D"	11.5	1	1984	1984	10.5	0	0	2003	0.125	0	0.27919	4820	23232400	116288.3431	46670.9967020906	42.0864509545	-77.6293562333	27664	0	-2003	0.394712794984961	0.394712794984961	"2766"	NA	NA
"800"	"2766C"	"NY"	"NY_2766C"	13.5	1	1984	1984	13	1	2003	2003	0.125	0.75	0.504562	4828	23309584	137141.5188	76280.8544494189	42.0850498013	-77.6897459371	27663	0	0	0.337342325390293	0.337342325390293	"2766"	1	1
"739"	"2666D"	"NY"	"NY_2666D"	27.2	0	0	0	18	0	0	2004	0	0	0.43716	4853	23551609	130548.2707	67068.745606496	42.0836169439	-77.7501314836	26664	0	-2004	0.286180129146446	0.286180129146446	"2666"	NA	NA
"738"	"2666C"	"NY"	"NY_2666C"	6.5	0	0	0	21	0	0	0	0	0	0.430861	4773	22781529	121871.984	58147.715370404	42.0821524126	-77.8105129501	26663	0	0	0.16943507845126	0.16943507845126	"2666"	NA	NA
"675"	"2566D"	"NY"	"NY_2566D"	13.4	0	0	0	20	0	0	2004	0	0	0.533519	4537	20584369	116431.3977	56695.8386954445	42.080656186	-77.8708900568	25664	0	-2004	0.185282464424576	0.185282464424576	"2566"	0	NA
"674"	"2566C"	"NY"	"NY_2566C"	77.6	1	1983	0	17.5	0	0	0	0	0	0.535146	4105	16851025	116999.2007	57326.8577191342	42.0791282412	-77.9312625289	25663	1983	0	0.202655351694115	0.202655351694115	"2566"	NA	NA
"611"	"2466D"	"NY"	"NY_2466D"	17	1	1985	0	19	0	0	2004	0.25	0	0.595539	4760	22657600	97848.4204	40522.6080391061	42.077568582	-77.9916302107	24664	1985	-2004	0.243223218208578	0.243223218208578	"2466"	0	NA
"610"	"2466C"	"NY"	"NY_2466C"	26	0	0	0	26	1	2002	0	0	0.75	0.7805	4782	22867524	79287.129	29147.8556419808	42.0759772175	-78.0519929099	24663	0	2002	0.347369903896238	0.347369903896238	"2466"	NA	NA
"547"	"2366D"	"NY"	"NY_2366D"	24.5	1	1984	0	8	1	2002	2002	0	0.75	0.834498	4757	22629049	75775.21511	27733.9988184825	42.0743541594	-78.1123505932	23664	1984	0	0.252958135936662	0.252958135936662	"2366"	1	NA
"546"	"2366C"	"NY"	"NY_2366C"	10	0	0	1983	8.5	0	0	0	0	0	0.758351	4420	19536400	88583.12462	37583.2663150208	42.0726994141	-78.1727032608	23663	-1983	0	0.341163022404416	0.341163022404416	"2366"	NA	0
"483"	"2266D"	"NY"	"NY_2266D"	8	1	1982	0	21	0	0	2004	0.125	0	0.818552	4527	20493729	76848.9365	28188.1487802364	42.071012986	-78.2330508083	22664	1982	-2004	0.218849511899592	0.218849511899592	"2266"	0	NA
"482"	"2266C"	"NY"	"NY_2266C"	3	0	0	0	38	0	0	0	0	0	0.625978	3995	15960025	134570.2083	78427.0834284065	42.0692948736	-78.2933931121	22663	0	0	0.246934708573629	0.246934708573629	"2266"	NA	NA
"419"	"2166D"	"NY"	"NY_2166D"	6	0	0	0	12.5	0	0	0	0	0	0.642545	3771	14220441	130861.4823	75362.0574065675	42.0675450868	-78.3537300824	21664	0	0	0.279240403870486	0.279240403870486	"2166"	NA	NA
"418"	"2166C"	"NY"	"NY_2166C"	4	0	0	1982	28	0	0	0	0	0	0.497477	3628	13162384	114460.0679	53324.1204960435	42.065763643	-78.4140616514	21663	-1982	0	0.427604337442116	0.427604337442116	"2166"	NA	NA
"357"	"2066D"	"NY"	"NY_2066D"	11	1	1982	0	42.5	0	0	0	0.375	0	0.560995	3640	13249600	125944.1839	67276.1869525429	42.0639505469	-78.4743877335	20664	1982	0	0.556006703266281	0.556006703266281	"2066"	NA	NA
"356"	"2066C"	"NY"	"NY_2066C"	19.5	1	1983	1983	15.5	0	0	2002	0.625	0	0.823852	4312	18593344	96218.6879	47763.8282229872	42.0621057551	-78.5347083615	20663	0	-2002	0.676014393152636	0.676014393152636	"2066"	0	1
"296"	"1966D"	"NY"	"NY_1966D"	12.5	1	1983	1983	11	0	0	2002	0.5	0	0.838093	4129	17048641	91229.58598	43328.0510684239	42.0602292834	-78.5950234257	19664	0	-2002	0.721152698080914	0.721152698080914	"1966"	0	1
"295"	"1966C"	"NY"	"NY_1966C"	8	1	1982	0	26.5	1	2002	0	0.125	1	0.896912	4039	16313521	46987.1312	1370.97016513352	42.058321187	-78.6553327052	19663	1982	2002	0.692671482391127	0.692671482391127	"1966"	NA	NA
"236"	"1866D"	"NY"	"NY_1866D"	12	1	1984	0	21.5	0	0	0	0.5	0	0.920134	4553	20729809	58600.3183	13886.4329271637	42.0563814746	-78.7156361041	18664	1984	0	0.631659542730843	0.631659542730843	"1866"	NA	NA
"235"	"1866C"	"NY"	"NY_1866C"	18	1	1982	0	22.5	0	0	0	0	0	0.9546	4679	21893041	34468.3978	-8906.33362539293	42.0544100515	-78.775933389	18663	1982	0	0.559494613500469	0.559494613500469	"1866"	NA	NA
"180"	"1766D"	"NY"	"NY_1766D"	23	0	0	0	21	0	0	0	0	0	0.931109	4314	18610596	27679.68308	-16607.7758269514	42.0524069298	-78.8362244612	17664	0	0	0.615329931138763	0.615329931138763	"1766"	NA	NA
"179"	"1766C"	"NY"	"NY_1766C"	23	0	0	1982	21	0	0	0	0	0	0.598536	3275	10725625	85310.37161	28101.0057291295	42.0503722109	-78.8965093613	17663	-1982	0	0.644827344413546	0.644827344413546	"1766"	NA	0
"137"	"1666D"	"NY"	"NY_1666D"	15	1	1983	1983	13	0	0	2003	0.75	0	0.703376	3499	12243001	59705.32065	6569.44458082703	42.0483059116	-78.9567880041	16664	0	-2003	0.634019571437594	0.634019571437594	"1666"	0	1
"136"	"1666C"	"NY"	"NY_1666C"	14.5	1	1984	0	21.5	1	2003	0	0.625	0.75	0.899057	4061	16491721	57544.3104	12011.4919409261	42.0462081044	-79.0170602216	16663	1984	2003	0.650004448835462	0.650004448835462	"1666"	NA	NA
"109"	"1566D"	"NY"	"NY_1566D"	15	0	0	1985	39	0	0	0	0	0	0.726345	4271	18241441	135984.146	83740.7154428919	42.0440788226	-79.0773259033	15664	-1985	0	0.598673580673242	0.598673580673242	"1566"	NA	0
"108"	"1566C"	"NY"	"NY_1566C"	28	0	0	0	15	0	0	2004	0	0	0.429448	3164	10010896	178934.9014	115155.73157712	42.0419180091	-79.1375850274	15663	0	-2004	0.353118528336223	0.353118528336223	"1566"	NA	NA
"83"	"1466D"	"NY"	"NY_1466D"	26.5	0	0	0	24	0	0	0	0	0	0.449652	2769	7667361	132980.8671	69986.7105178249	42.0397256559	-79.1978375162	14664	0	0	0.162217194592174	0.162217194592174	"1466"	NA	NA
"82"	"1466C"	"NY"	"NY_1466C"	NA	0	0	1984	28.5	0	0	2003	0	0	0.499242	3125	9765625	172070.8192	111003.449719714	42.0375017861	-79.2580826523	14663	-1984	-2003	0.0647642776421804	0.0647642776421804	"1466"	NA	NA
"59"	"1366D"	"NY"	"NY_1366D"	28.9	0	0	0	50	0	0	0	0	0	0.501263	3336	11128896	158471.3896	97482.5447563934	42.0352464187	-79.3183199624	13664	0	0	0.040370705549036	0.040370705549036	"1366"	NA	NA
"58"	"1366C"	"NY"	"NY_1366C"	38.5	0	0	0	31	1	2003	0	0	0.875	0.585154	3568	12730624	143417.1203	85687.8055383575	42.0329595277	-79.378549968	13663	0	2003	0.107655020224025	0.107655020224025	"1366"	NA	NA
"38"	"1266D"	"NY"	"NY_1266D"	18.8	1	1982	1982	144.5	1	2000	0	0	0.625	0.618865	3360	11289600	140338.8254	83919.3295532958	42.030641127	-79.4387729367	12664	0	2000	0.103392427189019	0.103392427189019	"1266"	NA	1
"37"	"1266C"	"NY"	"NY_1266C"	26	0	0	0	9	0	0	0	0	0	0.681659	3854	14853316	110647.442	56667.7660620686	42.0282912661	-79.4989887712	12663	0	0	0.258944322999872	0.258944322999872	"1266"	NA	NA
"20"	"1166D"	"NY"	"NY_1166D"	5.5	1	1983	1983	43.5	0	0	0	0	0	0.543147	3530	12460900	131481.4442	72119.9748549926	42.0259100056	-79.5591973803	11664	0	0	0.239026963438863	0.239026963438863	"1166"	NA	1
"19"	"1166C"	"NY"	"NY_1166C"	10	1	1984	0	20	0	0	2003	0.285714285714286	0	0.29355	3489	12173121	109868.3346	40808.9366349023	42.0234973199	-79.6193986803	11663	1984	-2003	0.228273324437985	0.228273324437985	"1166"	NA	NA
"4"	"1066D"	"NY"	"NY_1066D"	4	0	0	1983	20	0	0	2003	0	0	0.420049	3456	11943936	123087.1507	58942.7888631923	42.0210531919	-79.6795925603	10664	-1983	-2003	0.284660072025179	0.284660072025179	"1066"	NA	NA
"3"	"1066C"	"NY"	"NY_1066C"	10	0	0	0	11.5	0	0	2003	0	0	0.690445	3485	12145225	100714.194	47075.8923608627	42.0185777196	-79.7397790104	10663	0	-2003	0.223263539653221	0.223263539653221	"1066"	0	NA
"4867"	"6165B"	"NY"	"NY_6165B"	15	1	1984	0	24.5	0	0	0	0	0	0.66969	2227	4959529	89759.4934	35314.7697745809	42.062029532	-73.519033435	61652	1984	0	0	0	"6165"	NA	NA
"4866"	"6165A"	"NY"	"NY_6165A"	18	0	0	1983	17	0	0	0	0	0	0.396793	843	710649	148575.3354	83527.3768533407	42.0627929854	-73.5794466608	61651	-1983	0	0.106252269354158	0.106252269354158	"6165"	NA	NA
"4678"	"6065B"	"NY"	"NY_6065B"	16	0	0	0	8.5	0	0	0	0	0	0.610105	1248	1557504	105123.5911	48363.7311675416	42.063524654	-73.6398621673	60652	0	0	0.0669232651246862	0.0669232651246862	"6065"	NA	NA
"4677"	"6065A"	"NY"	"NY_6065A"	28	0	0	0	16.5	0	0	0	0	0	0.772295	1421	2019241	113736.7918	63278.7185191939	42.0642245273	-73.7002798738	60651	0	0	0.0575227757200153	0.0575227757200153	"6065"	NA	NA
"4480"	"5965B"	"NY"	"NY_5965B"	84	0	0	0	3	0	0	0	0	0	0.68275	758	574564	125766.4759	71829.1900553971	42.0648926587	-73.760699862	59652	0	0	0.0308701534753346	0.0308701534753346	"5965"	NA	NA
"4479"	"5965A"	"NY"	"NY_5965A"	53	0	0	0	52	0	0	2002	0	0	0.395623	4946	24462916	170894.247	105800.828866545	42.0655290888	-73.8211221018	59651	0	-2002	0.0249797673168562	0.0249797673168562	"5965"	NA	NA
"4282"	"5865B"	"NY"	"NY_5865B"	45.5	0	0	1984	5	0	0	0	0	0	0.335275	4378	19166884	158670.2443	91232.0439922189	42.0661337498	-73.8815463199	58652	-1984	0	0	0	"5865"	NA	NA
"4281"	"5865A"	"NY"	"NY_5865A"	38.5	0	0	0	52.8	0	0	0	0	0	0.356277	1755	3080025	122116.3657	55494.1844023799	42.0667066061	-73.9419723429	58651	0	0	0.0565768310773941	0.0565768310773941	"5865"	NA	NA
"4085"	"5765B"	"NY"	"NY_5765B"	2	0	0	1983	13	0	0	2002	0	0	0.707038	5243	27489049	114811.7078	61818.1163520636	42.0672476491	-74.0024000732	57652	-1983	-2002	0.180076920040629	0.180076920040629	"5765"	0	0
"4084"	"5765A"	"NY"	"NY_5765A"	4.5	0	0	0	25.5	0	0	0	0	0	0.844535	1334	1779556	88584.4793	40933.2440962354	42.0677568633	-74.062829427	57651	0	0	0.343474513080568	0.343474513080568	"5765"	NA	NA
"3900"	"5665B"	"NY"	"NY_5665B"	40	1	1984	0	8.5	0	0	0	0.125	0	0.890052	3182	10125124	54151.75564	8269.05377998811	42.0682342525	-74.1232603058	56652	1984	0	0.378801042663907	0.378801042663907	"5665"	NA	NA
"3899"	"5665A"	"NY"	"NY_5665A"	37	1	1984	0	23	0	0	2002	0.125	0	0.866958	2848	8111104	55730.69722	8950.69305446214	42.0686798254	-74.1836926016	56651	1984	-2002	0.460355999620335	0.460355999620335	"5665"	0	NA
"3718"	"5565B"	"NY"	"NY_5565B"	11	1	1982	0	33	0	0	0	0.125	0	0.90439	3274	10719076	38874.94	-6450.66822284937	42.0690935678	-74.2441261235	55652	1982	0	0.518391493732652	0.518391493732652	"5565"	NA	NA
"3717"	"5565A"	"NY"	"NY_5565A"	1	1	1981	1981	28.5	0	0	0	0	0	0.872174	2835	8037225	54180.65031	7603.3104220071	42.0694754623	-74.3045606314	55651	0	0	0.572670236650154	0.572670236650154	"5565"	NA	1
"3543"	"5465B"	"NY"	"NY_5465B"	6	1	1984	0	16	0	0	0	0.25	0	0.952619	4703	22118209	13141.77017	-30309.9317181645	42.0698255223	-74.3649961175	54652	1984	0	0.708743495271052	0.708743495271052	"5465"	NA	NA
"3542"	"5465A"	"NY"	"NY_5465A"	9	1	1984	0	25	0	0	0	0.375	0	0.961573	4882	23833924	10085.7636	-33018.0364589587	42.0701437605	-74.4254326291	54651	1984	0	0.787966025124192	0.787966025124192	"5465"	NA	NA
"3373"	"5365B"	"NY"	"NY_5365B"	8	1	1983	0	29.5	1	2004	0	0	1	0.964344	4985	24850225	11676.44107	-31319.6935915129	42.0704301076	-74.4858699801	53652	1983	2004	0.771823579952852	0.771823579952852	"5365"	NA	NA
"3372"	"5365A"	"NY"	"NY_5365A"	17	1	1984	0	41.5	0	0	0	0.375	0	0.929093	4956	24561936	28983.95855	-15381.8307218921	42.0706843797	-74.546307831	53651	1984	0	0.690345098722877	0.690345098722877	"5365"	NA	NA
"3205"	"5265B"	"NY"	"NY_5265B"	14	1	1984	1984	82.5	0	0	0	0.125	0	0.916179	5083	25836889	28601.1811	-16266.3732179457	42.0709066438	-74.6067461657	52652	0	0	0.578720696757543	0.578720696757543	"5265"	NA	1
"3204"	"5265A"	"NY"	"NY_5265A"	16.5	0	0	0	112.5	0	0	0	0	0	0.915806	4913	24137569	27223.0061	-17659.0408896336	42.0710970817	-74.6671851354	52651	0	0	0.554865481193302	0.554865481193302	"5265"	NA	NA
"3040"	"5165B"	"NY"	"NY_5165B"	6	1	1985	0	22.1	0	0	0	0.25	0	0.887003	4869	23707161	43593.8602	-2407.30856611515	42.0712557085	-74.7276246795	51652	1985	0	0.453652896309767	0.453652896309767	"5165"	NA	NA
"3039"	"5165A"	"NY"	"NY_5165A"	31	1	1984	0	20.8	0	0	0	0	0	0.792876	4484	20106256	66886.26396	17227.8520089778	42.0713826276	-74.788064937	51651	1984	0	0.431160897605377	0.431160897605377	"5165"	NA	NA
"2879"	"5065B"	"NY"	"NY_5065B"	11	1	1985	0	84	1	2003	0	0.5	0.5	0.702799	3824	14622976	62967.82866	9809.53363221057	42.0714778279	-74.8485057811	50652	1985	2003	0.532373011690501	0.532373011690501	"5065"	NA	NA
"2878"	"5065A"	"NY"	"NY_5065A"	20	0	0	1983	22.8	1	2005	0	0	1	0.666847	3753	14085009	49449.3115	-5105.87503589844	42.0715411985	-74.9089468692	50651	-1983	2005	0.655142460772356	0.655142460772356	"5065"	NA	0
"2720"	"4965B"	"NY"	"NY_4965B"	26	0	0	0	15	0	0	0	0	0	0.728659	3643	13271449	62705.45759	10551.9359934439	42.0715727391	-74.9693881037	49652	0	0	0.722803787257968	0.722803787257968	"4965"	NA	NA
"2719"	"4965A"	"NY"	"NY_4965A"	17	1	1982	0	16.5	0	0	2003	0.125	0	0.866312	4051	16410601	52764.8677	5959.76362585515	42.071572425	-75.0298294512	49651	1982	-2003	0.674887653802012	0.674887653802012	"4965"	0	NA
"2567"	"4865B"	"NY"	"NY_4865B"	18.5	1	1985	1985	10.5	0	0	0	0.5	0	0.92621	4196	17606416	39551.9017	-4925.90465627898	42.071540238	-75.090270824	48652	0	0	0.742683294305366	0.742683294305366	"4865"	NA	1
"2566"	"4865A"	"NY"	"NY_4865A"	20	1	1983	1983	12.7	1	2004	0	0.125	0.625	0.940325	4674	21846276	22675.0269	-21254.3503386511	42.0714762209	-75.15071205	48651	0	2004	0.789754916561175	0.789754916561175	"4865"	NA	1
"2426"	"4765B"	"NY"	"NY_4765B"	24	1	1985	0	9.6	1	2004	0	0.5	0.5	0.806389	4152	17239104	63853.45303	14720.0798792971	42.071380374	-75.2111530314	47652	1985	2004	0.779401908752259	0.779401908752259	"4765"	NA	NA
"2425"	"4765A"	"NY"	"NY_4765A"	8	1	1985	1985	13.9	1	2003	0	0.375	0.625	0.790453	3982	15856324	64024.7677	14272.2116645278	42.0712524881	-75.2715937052	47651	0	2003	0.749430789936845	0.749430789936845	"4765"	NA	1
"2293"	"4665B"	"NY"	"NY_4665B"	NA	1	1985	1985	20.2	1	2002	0	0.375	0.375	0.624469	3196	10214416	76727.31029	20525.5542077441	42.0710925393	-75.3320339693	46652	0	2002	0.625096947881761	0.625096947881761	"4665"	NA	NA
"2292"	"4665A"	"NY"	"NY_4665A"	20	1	1982	0	18.9	1	2002	0	0	0.5	0.545256	2596	6739216	103814.0743	44534.5487742683	42.0709007303	-75.3924736995	46651	1982	2002	0.598846114581539	0.598846114581539	"4665"	NA	NA
"2169"	"4565B"	"NY"	"NY_4565B"	NA	0	0	1984	21.5	0	0	0	0	0	0.631526	3068	9412624	98872.09099	42944.5300393842	42.0706770936	-75.4529127945	45652	-1984	0	0.5444679380452	0.5444679380452	"4565"	NA	NA
"2168"	"4565A"	"NY"	"NY_4565A"	1	1	1980	0	13.5	0	0	2004	0	0	0.684091	3377	11404129	71559.06368	17673.8815156478	42.0704214991	-75.5133512556	45651	1980	-2004	0.401703539553366	0.401703539553366	"4565"	0	NA
"2052"	"4465B"	"NY"	"NY_4465B"	28	0	0	1984	14.5	1	2004	2004	0	0.75	0.815415	3495	12215025	65353.9797	16571.3058915365	42.0701339005	-75.5737890246	44652	-1984	0	0.397838164473673	0.397838164473673	"4465"	1	0
"2051"	"4465A"	"NY"	"NY_4465A"	75	0	0	0	13	0	0	2004	0	0	0.662205	2418	5846724	87498.02093	32762.47251213	42.0698144292	-75.6342259032	44651	0	-2004	0.317009995540769	0.317009995540769	"4465"	0	NA
"1940"	"4365B"	"NY"	"NY_4365B"	34	0	0	0	12	0	0	2003	0	0	0.717807	3342	11168964	96481.6257	43906.4567223246	42.0694631349	-75.6946617564	43652	0	-2003	0.221996518605621	0.221996518605621	"4365"	0	NA
"1939"	"4365A"	"NY"	"NY_4365A"	20.5	0	0	0	13.5	0	0	0	0	0	0.687273	3482	12124324	88337.84618	34576.2985499937	42.0690801879	-75.755096689	43651	0	0	0.158840797056046	0.158840797056046	"4365"	NA	NA
"1835"	"4265B"	"NY"	"NY_4265B"	6	0	0	0	19.5	0	0	0	0	0	0.504192	1983	3932289	139655.4292	78780.388740774	42.0686657165	-75.8155307421	42652	0	0	0.191826679047769	0.191826679047769	"4265"	NA	NA
"1834"	"4265A"	"NY"	"NY_4265A"	6	0	0	1983	63.8	0	0	0	0	0	0.479131	2811	7901721	122210.3358	60361.5665333441	42.0682195517	-75.8759636199	42651	-1983	0	0.197002945476061	0.197002945476061	"4265"	NA	NA
"1729"	"4165B"	"NY"	"NY_4165B"	NA	0	0	1983	108.3	0	0	0	0	0	0.526645	2759	7612081	115469.0657	55466.4219094314	42.0677415706	-75.9363950851	41652	-1983	0	0.226501238292587	0.226501238292587	"4165"	NA	NA
"1728"	"4165A"	"NY"	"NY_4165A"	1	0	0	0	107.5	0	0	0	0	0	0.654779	2813	7912969	116549.5292	61525.4483961927	42.0672318816	-75.9968249812	41651	0	0	0.183834583756828	0.183834583756828	"4165"	NA	NA
"1626"	"4065B"	"NY"	"NY_4065B"	24	0	0	0	16	0	0	0	0	0	0.519646	2155	4644025	120829.5008	60554.9154299573	42.0666906142	-76.0572531411	40652	0	0	0.166833094892318	0.166833094892318	"4065"	NA	NA
"1625"	"4065A"	"NY"	"NY_4065A"	13	0	0	0	136.5	0	0	0	0	0	0.537628	1946	3786916	125622.5906	66046.6841100979	42.0661176637	-76.1176795301	40651	0	0	0.0985013933458992	0.0985013933458992	"4065"	NA	NA
"1533"	"3965B"	"NY"	"NY_3965B"	NA	0	0	0	52.5	0	0	0	0	0	0.502195	2028	4112784	135520.515	74567.8824084394	42.0655129075	-76.1781041167	39652	0	0	0.0853329068948451	0.0853329068948451	"3965"	NA	NA
"1532"	"3965A"	"NY"	"NY_3965A"	20	0	0	1983	23	0	0	0	0	0	0.549807	2377	5650129	98417.8059	39315.1065106002	42.0648763647	-76.2385267905	39651	-1983	0	0.0603394684368994	0.0603394684368994	"3965"	NA	0
"1457"	"3865B"	"NY"	"NY_3865B"	NA	0	0	0	20	0	0	0	0	0	0.412789	1998	3992004	116002.9559	51576.5114989714	42.0642080723	-76.2989474233	38652	0	0	0.0763240713981223	0.0763240713981223	"3865"	NA	NA
"1456"	"3865A"	"NY"	"NY_3865A"	20	0	0	1983	15	0	0	0	0	0	0.547828	1994	3976036	120767.1438	61587.551656524	42.0635080152	-76.3593659293	38651	-1983	0	0.0603395264161814	0.0603395264161814	"3865"	NA	0
"1389"	"3765B"	"NY"	"NY_3765B"	10	0	0	1985	31	0	0	0	0	0	0.558067	2362	5579044	118859.6755	60077.91302251	42.0627761636	-76.4197822429	37652	-1985	0	0.123494872091115	0.123494872091115	"3765"	NA	0
"1388"	"3765A"	"NY"	"NY_3765A"	20	0	0	1983	26	0	0	0	0	0	0.592808	2427	5890329	99713.19678	42281.2731955679	42.0620125251	-76.4801962804	37651	-1983	0	0.158840913299328	0.158840913299328	"3765"	NA	0
"1324"	"3665B"	"NY"	"NY_3665B"	52.5	0	0	1984	17	0	0	0	0	0	0.702671	2492	6210064	99317.7169	46154.4485157064	42.0612171207	-76.5406080035	36652	-1984	0	0.226500747051954	0.226500747051954	"3665"	NA	0
"1323"	"3665A"	"NY"	"NY_3665A"	75	0	0	1983	13.5	0	0	2003	0	0	0.706972	2763	7634169	92803.2214	39807.0655651161	42.0603899445	-76.601017295	36651	-1983	-2003	0.269167020060573	0.269167020060573	"3665"	0	0
"1263"	"3565B"	"NY"	"NY_3565B"	68	1	1985	1985	19	1	2004	0	0.25	0.875	0.794875	2789	7778521	57372.8263	7792.0841900078	42.0595309864	-76.6614240031	35652	0	2004	0.20150713473753	0.20150713473753	"3565"	NA	1
"1262"	"3565A"	"NY"	"NY_3565A"	29	0	0	1983	16.5	0	0	0	0	0	0.689021	2218	4919524	98416.517	44722.8867697538	42.0586402514	-76.721828038	35651	-1983	0	0.294160724298434	0.294160724298434	"3565"	NA	0
"1204"	"3465B"	"NY"	"NY_3465B"	87	1	1981	1981	25	0	0	2003	0	0	0.462213	1896	3594816	95950.67663	33444.5695091444	42.057717769	-76.7822294826	34652	0	-2003	0.103006089537002	0.103006089537002	"3465"	NA	NA
"1203"	"3465A"	"NY"	"NY_3465A"	7	0	0	0	20	1	2000	2000	0	0.625	0.568431	2130	4536900	100135.9188	41756.8427819571	42.0567635439	-76.8426282502	34651	0	0	0.196330840700812	0.196330840700812	"3465"	1	NA
"1146"	"3365B"	"NY"	"NY_3365B"	56.5	0	0	0	36.5	0	0	0	0	0	0.652698	3268	10679824	111124.7714	56019.8346986522	42.0557775566	-76.9030240449	33652	0	0	0.166161121256533	0.166161121256533	"3365"	NA	NA
"1145"	"3365A"	"NY"	"NY_3365A"	80.5	1	1980	0	44	0	0	0	0	0	0.422873	3655	13359025	115661.308	51626.6708410656	42.0547598116	-76.9634167697	33651	1980	0	0.0426665232333487	0.0426665232333487	"3365"	NA	NA
"1088"	"3265B"	"NY"	"NY_3265B"	53	0	0	0	10.5	0	0	0	0	0	0.455378	3664	13424896	128804.2275	66032.5509126912	42.0537102057	-77.0238062885	32652	0	0	0.161656725538054	0.161656725538054	"3265"	NA	NA
"1087"	"3265A"	"NY"	"NY_3265A"	24	0	0	0	6	0	0	0	0	0	0.59557	3311	10962721	107256.5141	49931.9062238844	42.0526287347	-77.0841924995	32651	0	0	0.163345410534295	0.163345410534295	"3265"	NA	NA
"1030"	"3165B"	"NY"	"NY_3165B"	87	0	0	0	4	0	0	2004	0	0	0.625482	2633	6932689	105598.9416	49436.5449719529	42.0515155079	-77.1445753454	31652	0	-2004	0.123495178124952	0.123495178124952	"3165"	0	NA
"1029"	"3165A"	"NY"	"NY_3165A"	26.5	0	0	1985	4	0	0	2004	0	0	0.495925	3435	11799225	107892.6986	46696.4492484304	42.0503705422	-77.2049547344	31651	-1985	-2004	0.171337961317575	0.171337961317575	"3165"	NA	NA
"972"	"3065B"	"NY"	"NY_3065B"	16	0	0	1984	4	0	0	2004	0	0	0.508965	3419	11689561	137895.1744	77205.5857422928	42.0491936387	-77.2653302084	30652	-1984	-2004	0.247662464791745	0.247662464791745	"3065"	0	0
"971"	"3065A"	"NY"	"NY_3065A"	37	0	0	0	7	0	0	2004	0	0	0.403024	3533	12482089	111148.2172	46342.3600937899	42.047984739	-77.3257015473	30651	0	-2004	0.400654591476085	0.400654591476085	"3065"	NA	NA
"914"	"2965B"	"NY"	"NY_2965B"	16	1	1985	0	16.5	0	0	2004	0.375	0	0.496759	4027	16216729	134522.6515	73358.8066744029	42.0467440457	-77.386069017	29652	1985	-2004	0.38984556956259	0.38984556956259	"2965"	NA	NA
"913"	"2965A"	"NY"	"NY_2965A"	13	1	1984	1984	9.5	0	0	2003	0	0	0.450526	3948	15586704	142002.7432	79042.5453177049	42.0454716309	-77.4464326409	29651	0	-2003	0.447824178346573	0.447824178346573	"2965"	NA	NA
"856"	"2865B"	"NY"	"NY_2865B"	17.5	1	1985	0	16.5	0	0	2003	0.25	0	0.352193	4256	18113536	151432.7971	84651.9346464187	42.0441675819	-77.5067922881	28652	1985	-2003	0.389847366180198	0.389847366180198	"2865"	NA	NA
"855"	"2865A"	"NY"	"NY_2865A"	9	0	0	0	9.5	0	0	2003	0	0	0.326602	4259	18139081	144683.7446	76908.5605347137	42.0428319579	-77.5671478453	28651	0	-2003	0.468988886923837	0.468988886923837	"2865"	NA	NA
"795"	"2765B"	"NY"	"NY_2765B"	9.5	1	1984	1984	12	0	0	2003	0.125	0	0.371052	4747	22534009	140063.7921	74015.6837894824	42.0414646837	-77.6274992508	27652	0	-2003	0.354500080473137	0.354500080473137	"2765"	NA	NA
"794"	"2765A"	"NY"	"NY_2765A"	28	1	1980	0	14	0	0	2003	0	0	0.551837	4863	23648769	136097.0035	77073.1784364086	42.0400657148	-77.6878464239	27651	1980	-2003	0.329505660150394	0.329505660150394	"2765"	0	NA
"733"	"2665B"	"NY"	"NY_2665B"	8	0	0	0	18	0	0	0	0	0	0.522089	4666	21771556	153578.5194	93398.8552013611	42.0386350893	-77.7481894267	26652	0	0	0.342003741282226	0.342003741282226	"2665"	NA	NA
"732"	"2665A"	"NY"	"NY_2665A"	8	0	0	0	27	0	0	0	0	0	0.422823	4662	21734244	119835.1714	55798.5915236811	42.0371728404	-77.8085283335	26651	0	0	0.209500395395029	0.209500395395029	"2665"	NA	NA
